,index,Unnamed: 0,lat,lng,city,state,date,year,month,Airport Name,Lat Airport,Lng Airport,Distance
0,1,1,51.266667,-80.64999990000003,Moosonee (Canada),ON,2007-01-18T17:30:00.000Z,2007,1,Moosonee Airport,51.289703100000004,-80.6127405,3.650674624323956
1,2,2,52.9239892,-82.4283488428012,Attawapiskat (Canada),ON,2012-10-08T21:45:00.000Z,2012,10,Attawapiskat Airport,52.9265542,-82.4304748,0.31925179214521404
2,3,3,50.1785158,-86.71333100000003,Northern Canada,ON,1995-02-06T01:00:00.000Z,1995,2,Hutchison Lake Waterdrome,49.78478,-86.94001899999998,46.715300489185864
3,4,4,48.7738991,-91.6386031,Atikokan (Canada),ON,2010-09-28T22:00:00.000Z,2010,9,Atikokan Airport,48.77129629999999,-91.6373615,0.3034921296910907
4,5,5,48.7162203,-86.3758953,Marathon,ON,2014-06-14T22:00:00.000Z,2014,6,Marathon Airport,48.759111299999994,-86.3489556,5.16492070412573
5,6,6,48.42759375,-89.2994614781394,"Thunderbay, Ontario (Canada)",ON,2003-03-11T03:00:00.000Z,2003,3,Helipad,48.42330379999999,-89.26975949999998,2.249399993886766
6,7,7,49.1055984,-81.0136031,Cochrane (Canada),ON,2012-09-04T22:00:00.000Z,2012,9,Iroquois Falls Airport,48.74172000000001,-80.793052,43.5746558952368
7,8,8,49.5288403,-84.5630623171128,Angus (Canada),ON,2000-08-21T03:30:00.000Z,2000,8,Carey Lake Airport,49.743919,-84.03337700000002,45.1241789595034
8,9,9,48.4061651,-89.2591414,Thunder Bay (Canada),ON,2014-08-10T04:45:00.000Z,2014,8,Helipad,48.42330379999999,-89.26975949999998,2.061520194768353
9,10,10,47.8209323,-83.35498570000001,Chapleau (Canada),ON,2009-09-23T22:00:00.000Z,2009,9,Five Mile Lake Waterdrome,47.558096000000006,-83.22145400000001,30.894803008318934
10,11,11,48.763729100000006,-80.66865909999999,Iroquois Falls (Canada),ON,2008-02-07T00:10:00.000Z,2008,2,Iroquois Falls Airport,48.74172000000001,-80.793052,9.468811443732493
11,12,12,49.1994786,-84.78911640000003,Cedar Point (Canada),ON,1987-06-20T12:15:00.000Z,1987,6,Granitehill Lake Waterdrome,49.098704999999995,-85.200293,32.02183094551241
12,13,13,44.9071092,-78.3792499,Gooderham (Canada),ON,2006-08-20T01:01:00.000Z,2006,8,Pencil Lake Waterdrome,44.80638,-78.35121699999998,11.411131826101164
13,14,14,47.3940148,-79.6870887,Cobalt (Canada),ON,2001-08-14T23:30:00.000Z,2001,8,Earlton-Timiskaming Airport,47.6975411,-79.84918259999998,35.88476545496698
14,15,15,48.763729100000006,-80.66865909999999,Iroquois Falls (Canada),ON,2014-08-09T21:45:00.000Z,2014,8,Iroquois Falls Airport,48.74172000000001,-80.793052,9.468811443732493
15,16,16,44.4363439,-81.3866142,Saugeen Shores (Canada),ON,2011-09-03T21:30:00.000Z,2011,9,Southampton Airport,44.494808,-81.336766,7.611893757760199
16,17,17,50.0000002,-86.0,Canada,ON,2006-11-06T00:00:00.000Z,2006,11,Lower Twin Lake Waterdrome,50.158333,-86.587222,45.57246636916082
17,18,18,50.097436,-91.9165156,Sioux Lookout (Canada),ON,2009-03-07T23:00:00.000Z,2009,3,Sioux Lookout Heliport,50.0761876,-91.91841240000001,2.367370340582081
18,19,19,50.097436,-91.9165156,Sioux Lookout (Canada),ON,2007-10-20T20:45:00.000Z,2007,10,Sioux Lookout Heliport,50.0761876,-91.91841240000001,2.367370340582081
19,20,20,48.763729100000006,-80.66865909999999,Iroquois Falls (Canada),ON,2010-01-25T01:00:00.000Z,2010,1,Iroquois Falls Airport,48.74172000000001,-80.793052,9.468811443732493
20,21,21,48.763729100000006,-80.66865909999999,Iroquois Falls (Canada),ON,2007-10-13T01:59:00.000Z,2007,10,Iroquois Falls Airport,48.74172000000001,-80.793052,9.468811443732493
21,22,22,50.097436,-91.9165156,Sioux Lookout (Canada),ON,2007-09-15T05:49:00.000Z,2007,9,Sioux Lookout Heliport,50.0761876,-91.91841240000001,2.367370340582081
22,23,23,48.763729100000006,-80.66865909999999,Iroquois Falls (Canada),ON,2002-08-12T22:30:00.000Z,2002,8,Iroquois Falls Airport,48.74172000000001,-80.793052,9.468811443732493
23,24,24,48.4902991,-81.3342007,Lavigne (Canada),ON,1979-06-15T21:30:00.000Z,1979,6,Iroquois Falls Airport,48.74172000000001,-80.793052,48.72061528479823
24,25,25,48.6530506,-93.8267063,Emo (Canada),ON,2005-08-04T23:30:00.000Z,2005,8,Burditt Lake Waterdome,48.918707,-93.799182,29.61163364959034
25,26,26,49.8581032,-92.7973325,Dryden (Canada),ON,1973-07-05T15:00:00.000Z,1973,7,Eagle River Airport,49.755590000000005,-93.140268,27.19142122098461
26,27,27,48.4760636,-81.3283354,Timmins (Canada),ON,2013-09-21T22:30:00.000Z,2013,9,Iroquois Falls Airport,48.74172000000001,-80.793052,49.303482132175716
27,28,28,49.51988855,-84.56832260241299,Eagle (Canada),ON,2007-10-08T21:00:00.000Z,2007,10,Carey Lake Airport,49.743919,-84.03337700000002,45.98162655817303
28,29,29,43.2141636,-81.3005688,Granton (Canada),ON,2010-09-11T10:30:00.000Z,2010,9,Centralia/James T. Field Memorial Aerodrome,43.287614399999995,-81.50684059999998,18.632900134564412
29,30,30,48.4760636,-81.3283354,Timmins (Canada),ON,2012-08-18T22:30:00.000Z,2012,8,Iroquois Falls Airport,48.74172000000001,-80.793052,49.303482132175716
30,31,31,48.4760636,-81.3283354,Timmins (Canada),ON,2013-06-22T23:55:00.000Z,2013,6,Iroquois Falls Airport,48.74172000000001,-80.793052,49.303482132175716
31,32,32,45.47828060000001,-75.5592525,Ottawa (Orleans) (Canada),ON,1990-09-30T18:00:00.000Z,1990,9,Cascades Water Aerodrome,45.585833,-75.86805600000001,26.921139708227525
32,33,33,49.778224,-86.5396059,Longlac (Canada),ON,2007-06-17T01:00:00.000Z,2007,6,Hutchison Lake Waterdrome,49.78478,-86.94001899999998,28.846999780578454
33,34,34,46.6667476,-80.7497966,Skead (Canada),ON,2015-06-01T01:00:00.000Z,2015,6,Greater Sudbury Airport,46.6228445,-80.7956531,6.011968576479529
34,35,35,48.4760636,-81.3283354,Timmins (Canada),ON,2011-07-17T14:38:00.000Z,2011,7,Iroquois Falls Airport,48.74172000000001,-80.793052,49.303482132175716
35,37,37,46.1770206,-77.6945747,Rolphton (Canada),ON,1997-06-01T19:30:00.000Z,1997,6,Deep River Airport,46.1164768,-77.5271121,14.583454167897822
36,38,38,48.4760636,-81.3283354,Timmins (Canada),ON,2012-07-22T00:30:00.000Z,2012,7,Iroquois Falls Airport,48.74172000000001,-80.793052,49.303482132175716
37,39,39,44.1109889,-81.7143373,Bruce Beach (Canada),ON,2013-06-22T22:55:00.000Z,2013,6,Kincardine/Shepherd's Landing Airport,44.1175,-81.69833299999998,1.4713386619714817
38,40,40,49.778224,-86.5396059,Longlac (Canada),ON,2000-04-20T09:30:00.000Z,2000,4,Hutchison Lake Waterdrome,49.78478,-86.94001899999998,28.846999780578454
39,41,41,48.4760636,-81.3283354,Timmins (Canada),ON,2012-06-01T02:30:00.000Z,2012,6,Iroquois Falls Airport,48.74172000000001,-80.793052,49.303482132175716
40,42,42,49.789617,-93.6748203,Lake Winnange (Canada),ON,2013-08-13T23:20:00.000Z,2013,8,Vermilion Bay Airport,49.88005700000001,-93.42959300000001,20.308260072900698
41,43,43,46.0266765,-79.7193879,Restoule (Canada),ON,1999-09-07T23:08:00.000Z,1999,9,Sundridge South River Airport,45.82452430000001,-79.3297116,37.66261282863931
42,44,44,48.4760636,-81.3283354,Timmins (Canada),ON,1952-06-15T00:00:00.000Z,1952,6,Iroquois Falls Airport,48.74172000000001,-80.793052,49.303482132175716
43,45,45,45.2479889,-78.89287759999998,Algonquin Highlands (Canada),ON,2014-08-05T22:00:00.000Z,2014,8,Dwight Airport,45.308553,-78.980631,9.628889183364011
44,46,46,48.4760636,-81.3283354,Timmins (Canada),ON,2011-08-14T13:30:00.000Z,2011,8,Iroquois Falls Airport,48.74172000000001,-80.793052,49.303482132175716
45,47,47,49.2185794,-84.77415690000002,Hornepayne (Canada),ON,2012-09-11T21:45:00.000Z,2012,9,Granitehill Lake Waterdrome,49.098704999999995,-85.200293,33.820358472630495
46,48,48,49.8581032,-92.7973325,Dryden (Canada),ON,2007-04-16T22:30:00.000Z,2007,4,Eagle River Airport,49.755590000000005,-93.140268,27.19142122098461
47,49,49,48.4760636,-81.3283354,Timmins (Canada),ON,2009-11-17T19:00:00.000Z,2009,11,Iroquois Falls Airport,48.74172000000001,-80.793052,49.303482132175716
48,50,50,49.8581032,-92.7973325,Dryden (Canada),ON,2013-02-01T09:30:00.000Z,2013,2,Eagle River Airport,49.755590000000005,-93.140268,27.19142122098461
49,51,51,45.3264384,-79.2202087,Huntsville (Canada),ON,2014-02-17T04:30:00.000Z,2014,2,Dwight Airport,45.308553,-78.980631,18.890193452464544
50,52,52,48.4760636,-81.3283354,Timmins (Canada),ON,2004-10-20T23:45:00.000Z,2004,10,Iroquois Falls Airport,48.74172000000001,-80.793052,49.303482132175716
51,53,53,46.4490938,-82.6905028990394,Elliot Lake (Canada),ON,2016-05-23T23:30:00.000Z,2016,5,Elliot Lake Airport,46.351387,-82.561386,14.715823032704947
52,54,54,48.599401,-93.4421704,Armstrong (Canada),ON,2002-09-15T22:00:00.000Z,2002,9,Burditt Lake Waterdome,48.918707,-93.799182,44.157075120100316
53,55,55,46.5990787,-81.1823224,Sudbury (Canada),ON,2014-08-10T23:15:00.000Z,2014,8,Greater Sudbury Airport,46.6228445,-80.7956531,29.738849665726544
54,56,56,48.4061651,-89.2591414,Thunder Bay (Canada),ON,2005-02-15T23:20:00.000Z,2005,2,Helipad,48.42330379999999,-89.26975949999998,2.061520194768353
55,57,57,48.4061651,-89.2591414,Thunder Bay (Canada),ON,2014-07-30T22:45:00.000Z,2014,7,Helipad,48.42330379999999,-89.26975949999998,2.061520194768353
56,58,58,49.2185794,-84.77415690000002,Hornepayne (Canada),ON,2003-08-08T21:00:00.000Z,2003,8,Granitehill Lake Waterdrome,49.098704999999995,-85.200293,33.820358472630495
57,59,59,49.8581032,-92.7973325,Dryden (Canada),ON,2012-09-08T00:00:00.000Z,2012,9,Eagle River Airport,49.755590000000005,-93.140268,27.19142122098461
58,60,60,48.4061651,-89.2591414,Thunder Bay (Canada),ON,2013-09-08T21:11:00.000Z,2013,9,Helipad,48.42330379999999,-89.26975949999998,2.061520194768353
59,61,61,44.1156917,-81.148928,Kincardine (Canada),ON,2011-01-01T20:45:00.000Z,2011,1,Teeswater (Thompson Field) Airport,43.94833300000001,-81.27194399999999,21.048656935426976
60,62,62,49.8150703,-92.9815933,Oxdrift (Canada),ON,1982-07-01T21:00:00.000Z,1982,7,Eagle River Airport,49.755590000000005,-93.140268,13.203817318171705
61,63,63,48.4061651,-89.2591414,Thunder Bay (Canada),ON,1963-11-23T10:00:00.000Z,1963,11,Helipad,48.42330379999999,-89.26975949999998,2.061520194768353
62,64,64,42.921189700000006,-78.956133,Fort Erie (Canada),ON,2014-06-28T22:30:00.000Z,2014,6,Port Colborne Airport,42.87635349999999,-79.35574989999998,33.01642933523452
63,65,65,44.4690369,-79.48437729999998,Oro (Canada),ON,2012-07-01T23:45:00.000Z,2012,7,Little Lake Waterdrome,44.419129,-79.669061,15.713055865450315
64,66,66,44.67691170000001,-81.25538509999998,Sauble Beach (Canada),ON,2002-08-24T22:10:00.000Z,2002,8,Southampton Airport,44.494808,-81.336766,21.24295628869141
65,67,67,49.73970175,-95.1363316145362,Ontario Province (Canada),ON,2008-07-24T00:00:00.000Z,2008,7,Minaki Airport (CJA6),49.97315159999999,-94.70379859999998,40.51678415119127
66,68,68,43.4949154,-81.45674040000002,Staffa (Canada),ON,2001-06-14T23:10:00.000Z,2001,6,Centralia/James T. Field Memorial Aerodrome,43.287614399999995,-81.50684059999998,23.38619211670839
67,69,69,46.4490938,-82.6905028990394,Elliot Lake (Canada),ON,2008-05-30T09:10:00.000Z,2008,5,Elliot Lake Airport,46.351387,-82.561386,14.715823032704947
68,70,70,45.3264384,-79.2202087,Huntsville (Canada),ON,2004-02-27T03:55:00.000Z,2004,2,Dwight Airport,45.308553,-78.980631,18.890193452464544
69,71,71,49.8581032,-92.7973325,Dryden (Canada),ON,1978-06-01T22:30:00.000Z,1978,6,Eagle River Airport,49.755590000000005,-93.140268,27.19142122098461
70,72,72,49.8581032,-92.7973325,Dryden (Canada),ON,2004-07-12T02:00:00.000Z,2004,7,Eagle River Airport,49.755590000000005,-93.140268,27.19142122098461
71,73,73,46.5575661,-84.35259559999999,Lethbridge (Canada),ON,1997-08-20T23:00:00.000Z,1997,8,Chippewa County International Airport,46.257757700000006,-84.47441740000001,34.617882284301416
72,74,74,44.4854596,-79.5496755,Barrie (Simcoe) (Canada),ON,2002-04-12T16:30:00.000Z,2002,4,Little Lake Waterdrome,44.419129,-79.669061,12.025949754533084
73,75,75,44.7620178,-81.2715157,Red Bay (Canada),ON,2012-08-12T23:00:00.000Z,2012,8,Southampton Airport,44.494808,-81.336766,30.141635718667874
74,76,76,46.5111755,-80.83840570000002,Coniston (Canada),ON,2009-09-04T01:30:00.000Z,2009,9,Greater Sudbury Airport,46.6228445,-80.7956531,12.838849914321464
75,77,77,46.5990787,-81.1823224,Sudbury (Canada),ON,2014-05-17T22:35:00.000Z,2014,5,Greater Sudbury Airport,46.6228445,-80.7956531,29.738849665726544
76,78,78,45.9213026,-79.92964570000002,Arnstein (Canada),ON,2013-09-22T19:45:00.000Z,2013,9,Sundridge South River Airport,45.82452430000001,-79.3297116,47.804958700874295
77,79,79,44.8739609,-79.8116046,Honey Harbour (Canada),ON,2014-08-24T22:30:00.000Z,2014,8,Wyevale (Boker Field) Airport,44.6575774,-79.8816392,24.67702256227042
78,80,80,45.3891281,-76.57944640000002,Burnstown (Canada),ON,2014-03-24T06:20:00.000Z,2014,3,South Renfrew Muni Waterdrome,45.406832,-76.35972290000001,17.316294139025278
79,81,81,48.4061651,-89.2591414,Thunder Bay (Canada),ON,2010-06-18T23:00:00.000Z,2010,6,Helipad,48.42330379999999,-89.26975949999998,2.061520194768353
80,82,82,45.4874388,-77.6763313,Barrys Bay (Canada),ON,2009-09-19T22:00:00.000Z,2009,9,Madawaska Valley Airpark,45.505601,-77.645551,3.1405227794364436
81,83,83,49.8581032,-92.7973325,Dryden (Canada),ON,2010-08-18T19:25:00.000Z,2010,8,Eagle River Airport,49.755590000000005,-93.140268,27.19142122098461
82,84,84,48.40283779999999,-89.625413,Kakabeka Falls (Canada),ON,2015-01-01T01:00:00.000Z,2015,1,Kakabeka Falls Airport,48.4189,-89.5989,2.653794188398543
83,85,85,46.521871,-84.31953730000002,Sault Ste Marie (Canada),ON,2013-01-01T00:10:00.000Z,2013,1,Chippewa County International Airport,46.257757700000006,-84.47441740000001,31.683479356917037
84,86,86,46.6530558,-80.94479609999998,Hanmer (Canada),ON,2006-06-23T01:30:00.000Z,2006,6,Greater Sudbury Airport,46.6228445,-80.7956531,11.903210918727735
85,87,87,45.9786164,-81.9033665,Little Current (Canada),ON,2015-07-04T22:45:00.000Z,2015,7,Little Current Waterdrome,45.98388899999999,-81.95861099999998,4.320795671070386
86,88,88,48.7738991,-91.6386031,Atikokan (Canada),ON,2008-02-08T19:00:00.000Z,2008,2,Atikokan Airport,48.77129629999999,-91.6373615,0.3034921296910907
87,89,89,43.8675003,-81.29859909999998,Wingham (Canada),ON,2007-11-18T00:13:00.000Z,2007,11,Teeswater (Thompson Field) Airport,43.94833300000001,-81.27194399999999,9.233068041725177
88,90,90,48.4061651,-89.2591414,Thunder Bay (Canada),ON,2004-09-07T00:30:00.000Z,2004,9,Helipad,48.42330379999999,-89.26975949999998,2.061520194768353
89,91,91,42.6571179,-81.0136016,Port Elgin (Canada),ON,2012-07-04T21:00:00.000Z,2012,7,Straffordville Airport,42.738333000000004,-80.81666700000001,18.487536234835083
90,92,92,44.3686962,-76.153729,Gananoque (Canada),ON,2011-10-08T21:00:00.000Z,2011,10,Watertown International Airport,43.99566269999999,-76.02236500000001,42.76010038431309
91,93,93,44.5225043,-80.9416918553959,Owen Sound (Canada),ON,2016-04-01T21:10:00.000Z,2016,4,Southampton Airport,44.494808,-81.336766,31.565787940978254
92,94,94,44.5841565,-80.92345990000003,Bayfield (Canada),ON,2011-08-04T22:45:00.000Z,2011,8,Southampton Airport,44.494808,-81.336766,34.31555158973047
93,95,95,48.6115924,-93.40919263466681,Fort Frances (Canada),ON,2014-08-08T21:00:00.000Z,2014,8,Burditt Lake Waterdome,48.918707,-93.799182,44.5912004169677
94,96,96,46.6530558,-80.94479609999998,Hanmer (Canada),ON,2012-06-21T22:40:00.000Z,2012,6,Greater Sudbury Airport,46.6228445,-80.7956531,11.903210918727735
95,97,97,46.4490938,-82.6905028990394,Elliot Lake (Canada),ON,2003-12-24T00:00:00.000Z,2003,12,Elliot Lake Airport,46.351387,-82.561386,14.715823032704947
96,98,98,42.9658012,-81.59169759999997,Strathroy (Canada),ON,2004-12-05T22:00:00.000Z,2004,12,Melbourne Airport,42.82444599999999,-81.548813,16.089173668439066
97,99,99,44.4080188,-78.94850749999998,Woodville (Canada),ON,2013-08-08T21:04:00.000Z,2013,8,Head Lake Waterdrome,44.721575,-78.909864,34.97836594985777
98,100,100,44.2600304,-76.5059923457835,Kingston (Canada),ON,1998-07-04T22:00:00.000Z,1998,7,Tyendinaga Mohawk Airfield,44.183391,-77.10293899999998,48.454258833695654
99,101,101,48.6115924,-93.40919263466681,Fort Frances (Canada),ON,2002-01-07T12:38:00.000Z,2002,1,Burditt Lake Waterdome,48.918707,-93.799182,44.5912004169677
100,102,102,42.0947456,-82.4624555,Wheatley (Canada),ON,2007-01-20T20:00:00.000Z,2007,1,Cottam Airport,42.139764,-82.65274000000001,16.511618772357462
101,103,103,42.5313988,-81.606903,Rodney (Canada),ON,2002-09-06T22:50:00.000Z,2002,9,Highgate Airport,42.55455200000001,-81.803292,16.33565739504806
102,104,104,46.61033120000001,-81.00739240000001,Val Caron (Canada),ON,1974-11-15T15:40:00.000Z,1974,11,Greater Sudbury Airport,46.6228445,-80.7956531,16.278418976527448
103,105,105,48.4064703,-89.2923031,Shabaqua (Thunder Bay)  (Canada),ON,2003-03-11T15:00:00.000Z,2003,3,Helipad,48.42330379999999,-89.26975949999998,2.507731245802847
104,106,106,43.9482994,-81.2718963,Teeswater (Canada),ON,2009-05-24T20:45:00.000Z,2009,5,Teeswater (Thompson Field) Airport,43.94833300000001,-81.27194399999999,0.0053479188500340025
105,107,107,45.6202244,-79.40891590000003,Burk's Falls (Canada),ON,2002-08-02T20:30:00.000Z,2002,8,Bella Lake Waterdrome,45.451775,-79.0260179,35.284005755480656
106,108,108,48.6115924,-93.40919263466681,Fort Frances (Canada),ON,1998-07-20T02:00:00.000Z,1998,7,Burditt Lake Waterdome,48.918707,-93.799182,44.5912004169677
107,109,109,43.76012025,-77.68316025176699,Ontario (Canada),ON,1982-08-14T22:00:00.000Z,1982,8,Severn NDB ZZR 317,44.0527285,-77.6266046,32.827725181338614
108,110,110,48.6115924,-93.40919263466681,Fort Frances (Canada),ON,1979-08-01T16:20:00.000Z,1979,8,Burditt Lake Waterdome,48.918707,-93.799182,44.5912004169677
109,111,111,48.4061651,-89.2591414,Thunder Bay (Canada),ON,2013-05-27T22:10:00.000Z,2013,5,Helipad,48.42330379999999,-89.26975949999998,2.061520194768353
110,112,112,43.2905128,-81.50219809999999,New Brunswick (Canada),ON,1986-06-30T15:30:00.000Z,1986,6,Centralia/James T. Field Memorial Aerodrome,43.287614399999995,-81.50684059999998,0.49562878739906047
111,113,113,45.4380475,-76.35940140000002,Arnprior (Canada),ON,2016-06-17T21:00:00.000Z,2016,6,South Renfrew Muni Waterdrome,45.406832,-76.35972290000001,3.46938294903728
112,114,114,43.6183234,-79.4952839,Newcastle (Canada),ON,2014-06-01T21:30:00.000Z,2014,6,Tottenham/Volk Airport,43.993352,-79.781904,47.62575106940916
113,115,115,44.98567360000001,-78.0683614,North Bay (Canada),ON,2015-05-07T22:55:00.000Z,2015,5,Pencil Lake Waterdrome,44.80638,-78.35121699999998,29.936397891664402
114,116,116,46.52185799999999,-84.3460896,Sault Ste. Marie (Canada),ON,2016-09-30T20:45:00.000Z,2016,9,Chippewa County International Airport,46.257757700000006,-84.47441740000001,30.97206565417294
115,117,117,45.9080882,-82.2585276,Kagawong (Canada),ON,2013-10-26T19:00:00.000Z,2013,10,Little Current Waterdrome,45.98388899999999,-81.95861099999998,24.73429116692587
116,118,118,44.7185477,-76.92295809999997,Arden (Canada),ON,2013-08-31T22:00:00.000Z,2013,8,Tomvale Airport,44.91701810000001,-76.93607659999998,22.08005595779663
117,119,119,46.5990787,-81.1823224,Sudbury (Canada),ON,2012-11-15T00:00:00.000Z,2012,11,Greater Sudbury Airport,46.6228445,-80.7956531,29.738849665726544
118,120,120,46.2647102,-81.781010428831,Espanola (Canada),ON,1951-03-15T10:30:00.000Z,1951,3,Little Current Waterdrome,45.98388899999999,-81.95861099999998,34.0991871508833
119,121,121,44.5925129,-80.001726,Tiny Township (Canada),ON,2013-07-10T23:00:00.000Z,2013,7,Wyevale (Boker Field) Airport,44.6575774,-79.8816392,11.962346935815523
120,122,122,45.4380475,-76.35940140000002,Arnprior (Canada),ON,1985-06-01T21:00:00.000Z,1985,6,South Renfrew Muni Waterdrome,45.406832,-76.35972290000001,3.46938294903728
121,123,123,42.8885911,-82.45330129999998,Corunna (Canada),ON,2013-08-17T22:20:00.000Z,2013,8,St. Clair County International Airport,42.91043899999999,-82.52809520000001,6.573201412896747
122,124,124,45.7563115,-82.2146049237431,Manitoulin Island (Canada),ON,2011-10-22T03:30:00.000Z,2011,10,Little Current Waterdrome,45.98388899999999,-81.95861099999998,32.16997542120524
123,125,125,46.61033120000001,-81.00739240000001,Val Caron (Canada),ON,2004-05-11T21:30:00.000Z,2004,5,Greater Sudbury Airport,46.6228445,-80.7956531,16.278418976527448
124,126,126,45.1474919,-76.109548,Ottawa (Carleton) (Canada),ON,2006-09-15T22:45:00.000Z,2006,9,South Renfrew Muni Waterdrome,45.406832,-76.35972290000001,34.87215597333924
125,127,127,45.6202244,-79.40891590000003,Burks Falls (Canada),ON,1999-07-28T22:00:00.000Z,1999,7,Bella Lake Waterdrome,45.451775,-79.0260179,35.284005755480656
126,128,128,42.9326725,-80.5626695,Otterville (Canada),ON,2011-11-05T11:00:00.000Z,2011,11,Woodstock Airport,43.11107820000001,-80.82423829999998,29.110173926289185
127,129,129,48.4061651,-89.2591414,Thunder Bay (Canada),ON,1979-03-15T18:00:00.000Z,1979,3,Helipad,48.42330379999999,-89.26975949999998,2.061520194768353
128,130,130,42.0387744,-82.73813,Kingsville (Canada),ON,2013-10-10T21:00:00.000Z,2013,10,Cottam Airport,42.139764,-82.65274000000001,13.25673063851465
129,131,131,46.5990787,-81.1823224,Sudbury (Canada),ON,2007-08-21T12:30:00.000Z,2007,8,Greater Sudbury Airport,46.6228445,-80.7956531,29.738849665726544
130,132,132,44.2134779,-79.7134417,Cookstown (Canada),ON,2010-07-31T21:30:00.000Z,2010,7,Alliston Airfield,44.18168429999999,-79.83674719999998,10.470944505352023
131,133,133,45.6141919,-80.54552609999998,Bayfield Inlet (Canada),ON,2007-09-16T04:00:00.000Z,2007,9,Deep Bay Waterdrome,45.39805589999999,-80.18166699999998,37.223805868169705
132,134,134,46.521871,-84.31953730000002,Sault Ste. Marie (Canada),ON,2015-08-19T01:45:00.000Z,2015,8,Chippewa County International Airport,46.257757700000006,-84.47441740000001,31.683479356917037
133,135,135,46.5990787,-81.1823224,Sudbury (Canada),ON,2010-07-01T22:30:00.000Z,2010,7,Greater Sudbury Airport,46.6228445,-80.7956531,29.738849665726544
134,136,136,44.1442774,-81.1461372,Walkerton (Canada),ON,2010-01-30T18:45:00.000Z,2010,1,Teeswater (Thompson Field) Airport,43.94833300000001,-81.27194399999999,23.993312191738998
135,137,137,43.552024,-81.39010859999998,Goderich (Canada),ON,2012-08-05T22:00:00.000Z,2012,8,Centralia/James T. Field Memorial Aerodrome,43.287614399999995,-81.50684059999998,30.859746910045864
136,138,138,45.5745,-79.3530671,Katrine (Canada),ON,2015-09-04T20:17:00.000Z,2015,9,Bella Lake Waterdrome,45.451775,-79.0260179,28.96778154514847
137,139,139,45.1099781,-77.09806640000002,Matawatchan (Canada),ON,2010-08-31T19:20:00.000Z,2010,8,Hurds Lake Waterdrome,45.404343,-76.64828399999998,48.13189748497359
138,140,140,45.938467,-80.904724,Lefroy (Canada),ON,1998-08-15T20:00:00.000Z,1998,8,Killarney Airport,45.977500000000006,-81.494722,45.94297418111802
